Date,Day,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,totalTestResults,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,Province_State,state
2020-03-15,0,0.30256293498149445,0.7059801816234872,1.1598245840957289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0085431166049816,0.0,0.15128146749074722,0.15128146749074722,0.30256293498149445,Alabama,AL
2020-03-16,1,0.7059801816234872,0.7059801816234872,1.0085431166049816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4119603632469744,0.0,0.0,0.4034172466419927,0.4034172466419927,Alabama,AL
2020-03-17,2,0.9076888049444835,0.7059801816234872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6136689865679708,0.0,0.0,0.20170862332099634,0.20170862332099634,Alabama,AL
2020-03-18,3,1.1598245840957289,0.7059801816234872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.865804765719216,0.0,0.0,0.2521357791512454,0.2521357791512454,Alabama,AL
2020-03-19,4,1.7145232982284688,0.7059801816234872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4205034798519556,0.0,0.0,0.5546987141327399,0.5546987141327399,Alabama,AL
2020-03-20,5,2.042299811125088,0.7059801816234872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.748279992748575,0.0,0.0,0.327776512896619,0.327776512896619,Alabama,AL
2020-03-21,6,3.126483661475443,0.7059801816234872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8324638430989304,0.0,0.0,1.0841838503503551,1.0841838503503551,Alabama,AL
2020-03-22,7,3.479473752287187,36.91267806774233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.39215182002951,0.0,36.20669788611884,0.3529900908117436,36.55968797693058,Alabama,AL
2020-03-23,8,4.210667511825799,41.98060722868236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.191274740508156,0.0,5.067929160940033,0.7311937595386117,5.799122920478644,Alabama,AL
2020-03-24,9,5.420919251751776,53.09979508925229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.52071434100406,0.0,11.119187860569923,1.2102517399259778,12.329439600495899,Alabama,AL
2020-03-25,10,7.135442549980245,63.76513854734996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.90058109733022,0.0,10.66534345809768,1.7145232982284688,12.37986675632615,Alabama,AL
2020-03-26,11,12.758070425053017,90.59238544904248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025213577915124543,0.0,103.3504558740955,0.0,26.827246901692515,5.622627875072773,32.449874776765284,Alabama,AL
2020-03-27,12,14.800370236178106,105.49360999688108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07564073374537361,0.0,120.29398023305919,0.0,14.901224547838604,2.042299811125088,16.943524358963693,Alabama,AL
2020-03-28,13,17.54865022892668,105.49360999688108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07564073374537361,0.0,123.04226022580775,0.0,0.0,2.748279992748575,2.748279992748575,Alabama,AL
2020-03-29,14,20.32214379959038,105.49360999688108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10085431166049817,0.0,125.81575379647147,0.0,0.0,2.7734935706636996,2.7734935706636996,Alabama,AL
2020-03-30,15,21.65846342909198,143.56611264871913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15128146749074722,0.0,165.22457607781112,0.0,38.07250265183806,1.3363196295016007,39.40882228133966,Alabama,AL
2020-03-31,16,24.734519934737172,158.79511370945437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327776512896619,0.0,183.52963364419153,0.0,15.229001060735223,3.0760565056451945,18.305057566380416,Alabama,AL
2020-04-01,17,27.155023414589134,168.85533129758906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655553025793238,0.0,196.01035471217818,0.0,10.060217588134693,2.4205034798519556,12.480721067986648,Alabama,AL
2020-04-02,18,31.088341569348557,189.1774750971794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068344932839854,0.0,220.26581666652797,0.0,20.32214379959038,3.9333181547594283,24.25546195434981,Alabama,AL
2020-04-03,19,36.10584357445834,206.42356239112462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882475227029359,0.0,242.52940596558295,0.0,17.246087293945184,5.017502005109784,22.26358929905497,Alabama,AL
2020-04-04,20,39.83745310589678,233.80550800694988,0.0,0.0,5.345278518006403,0.0,0.0,0.0,0.0,0.0,1.0841838503503551,5.345278518006403,273.64296111284665,5.345278518006403,27.381945615825252,3.731609531438432,31.113555147263686,Alabama,AL
2020-04-05,21,45.28358593556367,284.4595860384351,0.0,0.0,5.824336498393769,0.0,0.0,0.0,0.0,0.0,1.1346110061806043,5.824336498393769,329.74317197399876,0.4790579803873663,50.6540780314852,5.446132829666901,56.10021086115211,Alabama,AL
2020-04-06,22,49.6203213369651,322.65815657984876,0.0,0.0,6.05125869962989,0.0,0.0,0.0,0.0,0.0,1.2606788957562272,6.05125869962989,372.27847791681387,0.22692220123612086,38.19857054141368,4.3367354014014206,42.5353059428151,Alabama,AL
2020-04-07,23,53.4275716021489,322.65815657984876,0.0,0.0,6.832879614998751,0.0,0.0,0.0,0.0,0.0,1.4119603632469744,6.832879614998751,376.08572818199764,0.7816209153688608,0.0,3.807250265183806,3.807250265183806,Alabama,AL
2020-04-08,24,59.73096608093004,422.40307081208147,0.0,0.0,7.917063465349106,0.0,0.0,0.0,0.0,0.0,1.66409614239822,7.917063465349106,482.1340368930115,1.0841838503503551,99.74491423223267,6.303394478781136,106.04830871101382,Alabama,AL
2020-04-09,25,69.81639724697985,455.306789991319,0.0,0.0,8.396121445736473,0.0,0.0,0.0,0.0,0.0,1.865804765719216,8.396121445736473,525.1231872382988,0.4790579803873663,32.90371917923753,10.085431166049817,42.98915034528734,Alabama,AL
